stockiid,Booling,Booling_trade,追隨外資,forei_trade,追隨投信,invers_trade,KD 交叉,KD_trade,MACD 交叉,MACD_trade,均線交叉,MA_trade,type,Price
2006,0.2182,19,-0.95,159,-0.17,33,0.63,47,-0.00,13,0.00,40,鋼鐵工業,TW
2007,1.5671,45,-0.40,38,0.00,0,0.98,45,-0.41,17,0.19,37,鋼鐵工業,TW
2008,0.1708,20,0.38,49,0.00,0,0.30,58,-0.01,20,0.46,47,鋼鐵工業,TW
2009,0.8115,23,3.06,136,0.00,1,1.37,49,0.02,17,0.17,38,鋼鐵工業,TW
2010,-0.1362,33,1.01,79,0.00,1,0.17,52,-0.15,18,-0.08,40,鋼鐵工業,TW
2012,-0.2452,36,0.09,36,0.00,0,0.28,49,0.06,13,0.19,41,鋼鐵工業,TW
2013,0.8325,25,-0.04,183,-0.04,1,1.61,43,0.92,15,0.22,45,鋼鐵工業,TW
2014,0.224,23,5.56,210,-0.51,26,0.46,43,-0.16,15,0.50,44,鋼鐵工業,TW
2015,0.0616,17,1.43,97,-1.03,30,0.58,54,0.16,15,-0.06,43,鋼鐵工業,TW
2017,-0.7683,24,2.61,90,0.00,0,-0.31,51,-0.44,14,0.57,49,鋼鐵工業,TW
2020,0.633,21,1.78,121,0.00,1,0.64,49,-0.14,19,0.43,40,鋼鐵工業,TW
2022,0.0293,24,4.33,139,0.00,0,0.73,44,-0.31,15,0.63,40,鋼鐵工業,TW
2023,-0.2734,33,-0.19,173,-0.65,9,0.20,46,0.05,17,0.51,52,鋼鐵工業,TW
2024,0.7896,18,-1.27,59,0.00,0,0.64,44,0.38,20,0.44,42,鋼鐵工業,TW
2025,-1.7721,26,0.00,0,0.00,0,0.61,38,0.27,14,1.05,41,鋼鐵工業,TW
2027,0.5882,17,-1.35,188,4.18,59,1.26,50,0.46,17,0.77,46,鋼鐵工業,TW
2028,0.8491,22,-0.41,76,0.00,0,1.06,45,-0.22,15,0.85,46,鋼鐵工業,TW
2029,-2.1868,28,0.99,67,0.45,4,0.02,46,-0.28,17,-0.14,41,鋼鐵工業,TW
2030,0.1669,28,12.11,133,-0.03,1,0.58,53,0.26,17,0.14,37,鋼鐵工業,TW
2031,1.2664,22,4.67,185,0.72,17,0.80,51,0.59,15,0.44,54,鋼鐵工業,TW
2032,1.0213,38,-1.01,46,0.00,0,0.09,44,0.09,18,0.33,49,鋼鐵工業,TW
2033,0.7069,21,1.24,46,0.00,0,0.85,48,0.61,19,0.09,43,鋼鐵工業,TW
2034,-0.4021,27,-3.01,141,-0.01,7,0.23,46,0.31,17,0.39,45,鋼鐵工業,TW
2038,-0.6348,30,-6.77,111,0.00,0,1.18,47,-0.20,16,-0.10,40,鋼鐵工業,TW
2069,-0.1222,26,-3.73,143,0.00,0,0.35,52,-0.04,17,0.01,47,鋼鐵工業,TW
3004,-0.9709,21,1.18,112,2.20,20,1.51,47,-0.01,16,0.40,48,鋼鐵工業,TW
5007,0.5471,29,-1.24,121,-0.08,8,0.58,49,0.00,18,-0.01,45,鋼鐵工業,TW
5538,-0.0836,34,-0.10,26,-0.17,3,0.01,48,-0.07,15,0.46,55,鋼鐵工業,TW
9958,2.1504,31,4.20,74,0.97,24,3.31,42,1.67,15,1.03,38,鋼鐵工業,TW
2035,-0.2313,27,0.00,1,0.00,0,-0.05,44,-0.05,15,0.40,50,鋼鐵工業,TWO
2063,0.9691,30,-0.41,29,0.00,0,0.65,46,0.16,13,0.05,45,鋼鐵工業,TWO
2064,-0.5334,34,0.04,1,0.00,0,0.31,47,-0.25,14,0.06,38,鋼鐵工業,TWO
2065,1.0947,21,2.81,42,0.00,0,0.88,45,-0.03,15,0.60,42,鋼鐵工業,TWO
5009,0.5304,27,-1.57,166,-1.06,19,0.85,44,-0.33,15,-0.01,42,鋼鐵工業,TWO
5011,0.1713,27,0.00,0,0.00,0,0.19,54,-0.07,14,0.55,43,鋼鐵工業,TWO
5013,-0.0185,22,-1.37,17,0.00,0,-0.12,51,-0.16,17,0.32,47,鋼鐵工業,TWO
5014,1.2897,25,-10.81,128,0.00,2,0.92,48,-0.22,15,0.33,50,鋼鐵工業,TWO
5015,0.5597,20,-0.88,81,0.00,0,0.68,43,0.40,12,-0.02,36,鋼鐵工業,TWO
5016,0.4222,31,-0.52,23,0.00,0,0.32,44,0.17,16,0.07,37,鋼鐵工業,TWO
6248,0.6375,34,0.21,3,0.00,0,0.42,54,-0.07,14,0.50,47,鋼鐵工業,TWO
8349,-0.1126,26,3.30,169,2.13,25,0.60,47,-0.12,17,0.23,52,鋼鐵工業,TWO
8415,0.1264,18,-6.77,249,0.11,7,0.89,48,0.60,18,0.65,47,鋼鐵工業,TWO
8930,-0.3839,21,-0.32,32,0.00,0,0.49,50,-0.24,14,-0.04,45,鋼鐵工業,TWO
9962,-0.7824,27,-0.05,7,0.00,0,0.02,47,-0.26,17,0.15,45,鋼鐵工業,TWO
2701,-0.0793,26,-0.38,37,0.00,0,0.28,47,-0.10,15,0.07,35,觀光事業,TW
2702,0.3636,29,1.73,84,0.00,0,2.36,45,-0.19,15,-0.62,41,觀光事業,TW
2704,0.4161,32,2.76,149,0.00,0,0.68,48,0.00,15,-0.20,40,觀光事業,TW
2705,-0.3156,38,-2.39,150,0.00,0,0.48,44,-0.03,15,0.71,46,觀光事業,TW
2706,-0.2,32,-0.18,92,0.00,0,0.33,48,-0.12,17,-0.00,34,觀光事業,TW
2707,-0.0915,31,2.09,118,0.07,16,0.34,45,-0.21,13,-0.13,34,觀光事業,TW
2712,1.6421,11,1.29,16,0.00,0,0.48,41,0.39,12,1.04,44,觀光事業,TW
2722,-0.1231,36,-0.61,11,0.00,0,0.22,42,-0.31,9,-0.23,39,觀光事業,TW
2723,-0.9224,38,0.54,107,-0.39,58,0.27,49,-0.18,14,0.38,46,觀光事業,TW
2727,-3.2012,33,4.93,160,0.24,4,0.31,47,-0.53,15,-0.45,43,觀光事業,TW
2731,-0.1016,26,-2.88,102,-1.11,29,0.88,44,-0.49,15,-0.27,48,觀光事業,TW
2739,-0.2024,30,-1.86,138,0.00,0,0.35,46,0.05,14,-0.31,36,觀光事業,TW
2748,-1.3676,32,-2.04,99,-1.01,42,0.75,44,-0.14,16,-0.32,41,觀光事業,TW
5706,0.2043,21,-0.28,41,0.00,0,0.69,44,-0.01,11,0.19,42,觀光事業,TW
8462,-0.4129,10,6.16,78,-0.25,5,-0.22,20,-0.21,3,0.21,16,觀光事業,TW
8940,-0.4457,36,0.52,15,0.00,0,-0.10,59,-0.24,18,-0.01,45,觀光事業,TW
9943,0.4844,19,-4.54,175,0.07,2,0.44,51,0.17,14,0.33,42,觀光事業,TW
1259,-0.0981,27,-2.45,30,0.00,0,0.31,47,0.05,16,0.20,48,觀光事業,TWO
1268,0.7637,21,-0.08,14,0.00,0,-0.29,40,-0.20,11,-0.08,29,觀光事業,TWO
2718,-0.5939,15,0.00,0,0.00,0,0.32,31,-0.20,8,0.03,30,觀光事業,TWO
2719,7.0636,38,-0.06,2,0.00,0,0.91,47,-0.80,16,1.70,46,觀光事業,TWO
2724,1.2536,21,0.33,2,0.00,0,1.17,29,0.40,12,0.25,32,觀光事業,TWO
2726,-2.7782,28,-0.76,104,-0.64,22,0.73,51,-0.06,18,0.20,39,觀光事業,TWO
2729,0.0669,28,-0.48,132,-0.37,22,0.98,45,-0.10,14,-0.31,37,觀光事業,TWO
2732,0.0214,26,-1.28,190,3.26,11,0.76,47,-0.08,14,0.41,40,觀光事業,TWO
2734,-1.0792,43,0.16,4,0.00,0,1.11,46,-0.09,14,0.31,51,觀光事業,TWO
2736,3.4414,36,-0.27,4,0.00,0,0.85,50,0.40,14,-0.06,40,觀光事業,TWO
2740,-9.1055,38,0.52,2,0.00,0,0.60,49,-0.23,14,0.53,40,觀光事業,TWO
2743,0,0,0.10,3,0.00,0,0.05,3,0.00,0,0.24,3,觀光事業,TWO
2745,0.1661,15,0.00,16,0.00,0,-0.06,28,-0.27,9,0.11,28,觀光事業,TWO
2752,0.2879,3,-0.58,12,0.00,0,0.10,12,-0.10,1,0.07,7,觀光事業,TWO
2928,0.5631,36,-0.62,104,0.00,0,2.52,44,0.29,15,-0.24,46,觀光事業,TWO
3252,0.5998,45,-1.21,6,0.00,0,-0.11,51,-0.26,16,0.04,47,觀光事業,TWO
3522,-5.0273,31,-14.07,79,0.00,0,-0.28,44,-0.99,15,-0.10,46,觀光事業,TWO
4804,-8.9116,38,-2.56,37,0.00,0,-0.10,50,-1.19,9,-0.48,43,觀光事業,TWO
5301,-0.0722,34,-0.35,28,0.00,0,1.18,48,0.04,14,-0.49,34,觀光事業,TWO
5364,0.1395,19,0.00,0,0.00,0,-0.16,35,-0.17,8,0.02,31,觀光事業,TWO
5701,3.4045,41,0.00,1,0.00,0,0.49,58,-0.15,15,0.17,43,觀光事業,TWO
5703,0.0343,13,0.00,0,0.00,0,0.12,36,-0.03,11,0.51,42,觀光事業,TWO
5704,0.2289,16,0.00,0,0.00,0,0.16,40,-0.01,13,0.32,42,觀光事業,TWO
8077,-1.3917,35,-1.85,4,0.00,0,-0.04,46,-0.70,12,0.53,45,觀光事業,TWO
